soil_type,pH,nitrogen,phosphorus,potassium,organic_carbon,ec,rainfall,temperature,plant
Red loam,5.92,459,19,122,0.8,2.63,1509.41,23.71,Tamarind
Red loam,5.96,142,34,315,0.37,1.57,1177.8,26.61,Tamarind
Sandy,5.98,569,54,296,1.11,1.91,1565.95,23.48,Tamarind
Red loam,6.09,185,28,104,0.74,3.29,1410.91,24.61,Tamarind
Red loam,6.0,163,43,223,0.78,0.43,1328.65,28.42,Tamarind
Sandy,5.82,346,50,134,0.66,0.51,1509.79,27.52,Tamarind
Red loam,6.03,287,56,197,0.96,2.39,1523.44,30.14,Tamarind
Red loam,6.41,212,38,139,0.59,1.32,1535.03,23.86,Tamarind
Red loam,5.89,419,23,379,0.84,0.59,1049.4,32.93,Tamarind
Red loam,6.08,436,40,281,0.43,1.3,1270.92,22.02,Tamarind
Sandy,6.23,311,19,243,0.56,2.16,1177.36,32.6,Tamarind
Sandy,6.31,170,50,294,0.53,2.02,1300.53,32.76,Tamarind
Red loam,6.14,683,19,261,0.73,2.16,1350.55,31.0,Tamarind
Sandy,6.19,534,18,78,0.39,0.73,1175.18,26.99,Tamarind
Red loam,5.69,208,40,363,1.09,1.48,1487.28,28.96,Tamarind
Sandy,5.84,633,13,282,0.65,3.46,1712.16,31.89,Tamarind
Sandy,6.16,191,6,368,0.32,0.84,1239.36,36.33,Tamarind
Sandy,6.14,260,40,191,0.5,1.53,1265.01,33.74,Tamarind
Red loam,6.49,254,13,113,1.11,1.36,1255.01,34.43,Tamarind
Sandy,6.06,238,52,171,1.03,2.24,1333.45,20.06,Tamarind
Sandy,6.09,665,38,251,0.34,3.09,1288.33,21.98,Tamarind
Sandy,6.41,310,34,101,0.7,3.3,1390.51,28.35,Tamarind
Red loam,6.51,342,58,327,1.02,0.24,1509.32,29.06,Tamarind
Sandy,6.45,206,21,338,1.01,1.61,1160.28,17.99,Tamarind
Red loam,5.75,619,20,303,0.37,3.09,1203.79,24.15,Tamarind
Red loam,6.18,345,40,340,1.07,2.39,933.39,29.28,Tamarind
Sandy,5.98,407,49,219,0.78,0.79,1437.08,25.19,Tamarind
Red loam,6.04,301,28,295,1.0,2.91,1718.74,30.89,Tamarind
Sandy,5.67,178,43,285,0.68,2.85,1550.21,27.01,Tamarind
Red loam,6.06,228,9,163,1.18,1.93,1122.77,25.62,Tamarind
Red loam,5.47,278,31,273,0.83,2.1,1461.5,20.62,Tamarind
Sandy,6.23,434,21,313,0.6,1.9,1348.92,30.25,Tamarind
Red loam,5.9,129,30,316,0.84,1.58,1190.89,21.6,Tamarind
Sandy,6.35,414,45,332,0.76,2.78,1548.79,25.14,Tamarind
Red loam,6.0,529,7,176,0.81,2.78,1243.33,24.64,Tamarind
Sandy,6.2,551,57,382,0.78,1.89,1055.39,33.97,Tamarind
Sandy,6.02,593,41,130,0.79,0.35,1738.34,26.53,Tamarind
Red loam,6.15,532,20,262,0.96,3.38,1474.36,29.65,Tamarind
Sandy,5.88,700,35,198,1.16,3.14,1544.19,30.1,Tamarind
Red loam,6.35,133,43,292,0.67,3.1,1221.47,29.74,Tamarind
Red loam,6.15,353,9,85,0.67,0.99,1576.82,30.28,Tamarind
Sandy,5.96,688,47,235,0.95,2.23,1411.11,22.25,Tamarind
Red loam,6.06,127,40,363,0.41,1.05,1162.16,21.99,Tamarind
Sandy,5.71,615,60,279,1.19,1.93,1472.67,31.67,Tamarind
Sandy,5.87,566,24,218,0.76,1.15,1145.61,32.0,Tamarind
Red loam,6.44,182,19,64,1.02,1.5,1331.89,22.24,Tamarind
Sandy,6.07,278,55,324,0.55,1.96,1272.43,30.17,Tamarind
Red loam,6.43,410,39,291,0.38,2.81,1490.57,29.76,Tamarind
Red loam,6.2,375,39,65,0.73,2.74,823.23,32.97,Tamarind
Red loam,6.11,183,42,227,0.74,3.48,1138.56,30.79,Tamarind
Sandy,6.17,282,43,126,0.84,1.75,1342.3,26.95,Tamarind
Red loam,6.02,331,32,80,0.83,2.12,1110.59,30.28,Tamarind
Red loam,5.87,628,13,185,1.02,0.42,1469.0,28.67,Tamarind
Red loam,6.08,405,6,129,0.53,1.69,1294.65,31.25,Tamarind
Red loam,5.83,325,56,231,1.19,3.25,1104.75,19.21,Tamarind
Red loam,6.0,610,32,226,0.65,0.5,1456.73,31.4,Tamarind
Red loam,6.13,425,56,352,0.32,1.33,1220.42,22.38,Tamarind
Sandy,5.74,119,20,293,1.15,3.19,1316.02,31.38,Tamarind
Red loam,6.35,538,35,273,1.17,0.14,1502.3,27.41,Tamarind
Sandy,6.2,166,38,238,0.67,3.15,1642.84,29.56,Tamarind
Sandy,6.28,408,16,83,0.79,2.41,1562.22,32.08,Tamarind
Sandy,5.81,578,60,79,0.68,3.45,1501.04,26.47,Tamarind
Red loam,6.12,511,5,54,0.4,3.22,1077.62,27.12,Tamarind
Red loam,5.84,362,34,376,0.57,3.27,1124.99,26.22,Tamarind
Sandy,6.19,595,25,268,0.92,3.37,1308.95,15.19,Tamarind
Sandy,6.19,116,48,386,0.68,0.61,1426.02,30.43,Tamarind
Sandy,5.9,282,32,324,0.9,3.24,1257.51,30.81,Tamarind
Red loam,6.1,559,22,268,0.46,1.77,1294.82,23.06,Tamarind
Red loam,5.98,601,37,258,0.66,0.99,1342.29,25.96,Tamarind
Red loam,5.96,479,34,82,0.98,1.3,1277.66,20.91,Tamarind
Red loam,6.02,519,46,68,0.71,3.01,1229.06,23.65,Tamarind
Sandy,6.3,123,13,250,0.96,0.77,1699.09,27.39,Tamarind
Red loam,6.25,260,32,92,0.63,1.59,1656.59,23.82,Tamarind
Sandy,5.77,451,35,368,0.56,2.63,1190.96,34.41,Tamarind
Sandy,6.28,238,60,115,0.94,1.06,1492.63,16.87,Tamarind
Red loam,5.84,393,7,183,0.58,1.26,1524.19,20.62,Tamarind
Sandy,5.92,311,33,381,1.02,1.47,1432.9,22.33,Tamarind
Sandy,6.74,359,7,279,0.34,3.07,1392.57,25.0,Tamarind
Sandy,6.18,215,58,226,0.93,2.49,1398.11,32.63,Tamarind
Red loam,6.01,620,44,61,1.16,0.34,1443.68,24.13,Tamarind
Sandy,6.25,302,46,292,0.7,2.75,1355.06,23.12,Tamarind
Red loam,6.33,118,45,248,0.69,0.26,1641.74,34.32,Tamarind
Sandy,5.97,369,26,128,1.15,0.44,1463.69,31.32,Tamarind
Red loam,6.46,530,32,370,0.8,0.65,1280.56,20.66,Tamarind
Red loam,6.4,614,47,183,0.92,1.38,1008.22,26.4,Tamarind
Red loam,6.4,589,13,111,0.81,1.06,1315.93,24.94,Tamarind
Sandy,6.21,520,19,167,0.63,2.38,1341.58,32.34,Tamarind
Red loam,6.2,653,25,227,0.67,2.66,1217.55,28.87,Tamarind
Sandy,6.28,690,60,243,0.31,0.57,1383.59,17.62,Tamarind
Sandy,6.18,565,44,385,0.65,0.74,1429.16,26.31,Tamarind
Sandy,6.26,532,41,368,0.42,1.76,1483.93,27.3,Tamarind
Sandy,6.51,636,43,282,1.12,1.78,1103.28,27.85,Tamarind
Sandy,6.56,235,32,317,0.62,2.2,1501.4,28.65,Tamarind
Red loam,6.11,365,56,319,1.17,3.01,1632.86,24.62,Tamarind
Red loam,6.25,163,10,283,0.8,2.68,1379.93,26.53,Tamarind
Red loam,5.91,511,52,339,0.64,1.45,1081.44,33.24,Tamarind
Red loam,6.2,476,53,98,0.31,3.22,900.78,24.44,Tamarind
Red loam,6.47,416,42,317,1.13,0.59,1392.77,25.24,Tamarind
Red loam,5.69,275,30,72,0.99,2.84,1323.77,23.6,Tamarind
Red loam,6.15,628,55,198,0.82,0.88,1431.65,29.36,Tamarind
Red loam,6.09,674,21,197,1.11,2.25,1327.72,25.76,Tamarind
Red loam,6.33,105,58,213,0.77,1.63,1402.65,27.42,Tamarind
Sandy,5.87,384,36,154,1.0,2.31,1078.44,31.53,Tamarind
Sandy,6.07,463,11,247,0.77,1.78,1088.6,36.68,Tamarind
Sandy,6.01,400,38,60,1.08,2.44,1768.4,18.31,Tamarind
Sandy,6.23,608,48,221,1.17,2.53,1121.43,26.71,Tamarind
Red loam,6.35,609,43,259,0.39,2.28,1396.22,28.1,Tamarind
Red loam,5.87,444,34,288,1.12,1.92,1261.82,36.72,Tamarind
Sandy,6.03,262,17,235,0.35,2.47,1174.27,29.9,Tamarind
Red loam,5.92,373,22,330,0.34,0.34,1064.92,29.15,Tamarind
Sandy,6.46,659,33,133,0.55,0.23,1489.17,27.7,Tamarind
Red loam,6.27,286,51,212,0.94,1.13,1650.14,29.52,Tamarind
Red loam,6.25,405,16,305,0.97,1.44,884.72,27.71,Tamarind
Red loam,5.65,666,49,393,0.72,1.24,1283.42,29.42,Tamarind
Sandy,6.33,594,57,355,0.39,2.26,1057.3,27.46,Tamarind
Red loam,6.21,246,60,141,0.98,2.44,1240.51,28.6,Tamarind
Red loam,6.11,655,36,340,0.72,1.62,1677.88,25.35,Tamarind
Red loam,6.47,384,35,336,1.1,2.56,1136.28,31.68,Tamarind
Red loam,6.19,292,49,257,0.7,2.52,1129.46,24.86,Tamarind
Red loam,6.25,272,40,168,0.33,2.74,1693.01,29.56,Tamarind
Sandy,5.77,365,58,313,0.87,1.37,1123.86,27.93,Tamarind
Sandy,5.82,435,50,238,1.06,3.41,1257.93,26.87,Tamarind
Red loam,5.89,415,12,138,0.44,1.34,1554.32,34.13,Tamarind
Red loam,6.22,232,48,285,0.54,3.21,1115.37,24.6,Tamarind
Sandy,5.95,484,5,294,0.93,2.07,1279.27,31.99,Tamarind
Red loam,6.11,132,17,87,0.83,1.61,1264.38,30.45,Tamarind
Sandy,6.08,508,56,61,0.38,2.19,1193.19,31.63,Tamarind
Sandy,6.36,197,19,345,0.82,2.41,1187.73,34.6,Tamarind
Red loam,5.75,137,44,188,0.85,2.14,982.64,33.07,Tamarind
Red loam,5.98,288,9,224,0.9,3.39,1320.06,26.12,Tamarind
Red loam,6.12,317,27,66,0.58,1.52,1545.61,32.79,Tamarind
Red loam,6.43,379,28,360,0.54,2.36,1048.81,31.21,Tamarind
Red loam,6.33,288,14,286,1.08,0.49,1201.32,24.14,Tamarind
Red loam,6.02,429,32,236,0.36,3.0,1517.88,23.93,Tamarind
Red loam,6.54,504,6,261,0.84,3.34,1384.75,21.42,Tamarind
Red loam,6.26,294,14,312,1.03,2.6,1126.59,32.02,Tamarind
Sandy,6.34,661,25,290,0.36,2.34,1302.48,27.54,Tamarind
Alluvial,7.14,160,41,253,0.81,2.5,1331.15,26.01,Arjun
Alluvial,7.07,106,31,198,0.58,0.53,1296.71,28.42,Arjun
Alluvial,6.72,482,37,143,1.19,0.49,1314.68,31.22,Arjun
Alluvial,6.91,695,15,366,0.9,1.62,1295.56,28.84,Arjun
Alluvial,7.19,452,44,168,0.9,2.67,1348.43,27.99,Arjun
Alluvial,7.08,462,5,166,0.38,1.14,1372.34,23.44,Arjun
Alluvial,6.79,512,22,272,0.92,2.3,1507.9,32.42,Arjun
Alluvial,7.0,407,31,140,0.37,0.78,1336.39,20.99,Arjun
Alluvial,6.8,279,31,357,1.06,1.38,1127.11,29.64,Arjun
Alluvial,6.93,373,42,80,0.52,1.45,1470.87,23.01,Arjun
Alluvial,6.72,312,50,366,0.66,3.46,1230.59,30.22,Arjun
Alluvial,7.07,404,41,133,0.66,1.33,761.83,30.67,Arjun
Alluvial,6.91,351,50,110,0.7,0.14,904.89,26.03,Arjun
Alluvial,6.77,537,37,305,0.49,3.42,1551.81,27.33,Arjun
Alluvial,7.12,688,53,360,0.37,0.55,1242.51,31.95,Arjun
Alluvial,6.65,322,28,392,0.87,1.88,1360.06,27.44,Arjun
Alluvial,6.9,326,6,225,0.4,1.08,1582.81,26.14,Arjun
Alluvial,6.95,327,24,275,0.7,0.63,1176.52,22.79,Arjun
Alluvial,6.69,648,7,299,0.37,2.86,1239.48,26.25,Arjun
Alluvial,7.27,257,50,155,0.91,3.24,1207.56,30.32,Arjun
Alluvial,7.01,646,13,349,0.78,3.04,1430.4,26.88,Arjun
Alluvial,7.15,661,20,95,0.61,1.49,1103.0,25.92,Arjun
Alluvial,7.1,591,47,229,0.83,2.05,1320.77,27.31,Arjun
Alluvial,6.94,228,46,169,0.76,2.88,1267.76,22.01,Arjun
Alluvial,7.06,242,58,389,0.73,2.08,1445.11,29.46,Arjun
Alluvial,7.13,531,10,88,0.54,1.62,1527.89,22.65,Arjun
Alluvial,7.04,292,31,149,0.58,1.69,1383.4,24.3,Arjun
Alluvial,7.23,596,42,140,0.34,2.48,1005.89,27.38,Arjun
Alluvial,7.11,361,27,103,1.03,2.08,1031.86,25.59,Arjun
Alluvial,7.26,185,9,294,1.08,1.48,1213.08,27.09,Arjun
Alluvial,7.15,563,29,67,0.93,2.0,1448.24,29.45,Arjun
Alluvial,7.01,366,9,278,1.08,1.94,1318.88,28.46,Arjun
Alluvial,6.99,681,19,120,0.92,1.44,747.71,23.05,Arjun
Alluvial,6.99,698,39,60,0.73,2.31,1187.45,26.63,Arjun
Alluvial,6.89,440,39,115,0.49,2.38,1171.78,24.18,Arjun
Alluvial,6.8,545,7,180,0.48,1.66,1524.78,22.74,Arjun
Alluvial,7.08,115,39,394,0.75,0.38,966.39,28.04,Arjun
Alluvial,7.06,524,16,373,0.65,2.53,1263.35,25.16,Arjun
Alluvial,6.8,137,51,144,0.32,0.74,1241.09,28.58,Arjun
Alluvial,7.04,310,15,141,1.05,2.81,1454.35,28.04,Arjun
Alluvial,6.92,207,24,398,0.39,2.81,938.04,26.22,Arjun
Alluvial,6.99,249,55,210,0.35,3.08,1277.28,29.79,Arjun
Alluvial,6.75,385,17,348,1.14,3.46,1260.41,28.66,Arjun
Alluvial,6.76,581,49,152,0.88,2.08,1327.76,31.09,Arjun
Alluvial,6.72,310,51,316,0.95,1.09,1504.41,26.0,Arjun
Alluvial,6.77,396,35,158,0.87,1.28,925.11,29.45,Arjun
Alluvial,6.73,685,21,197,0.6,2.05,1493.78,27.48,Arjun
Alluvial,7.12,429,48,300,0.65,1.75,1503.55,23.42,Arjun
Alluvial,6.98,382,15,397,0.31,1.72,1191.16,29.3,Arjun
Alluvial,6.88,588,54,279,0.6,1.19,1669.68,27.24,Arjun
Alluvial,6.96,138,33,139,1.2,1.11,1657.73,24.91,Arjun
Alluvial,6.84,154,56,363,0.6,1.2,1205.67,25.79,Arjun
Alluvial,6.52,603,47,212,0.81,1.99,1408.4,29.48,Arjun
Alluvial,6.86,501,29,244,0.9,2.32,1298.85,28.26,Arjun
Alluvial,7.03,340,31,291,0.86,2.47,1333.26,24.42,Arjun
Alluvial,6.76,637,43,168,1.06,0.69,1532.85,25.5,Arjun
Alluvial,7.13,300,10,356,1.07,2.86,1180.49,26.12,Arjun
Alluvial,7.03,460,29,328,0.8,2.02,1446.23,22.93,Arjun
Alluvial,7.0,332,5,391,0.41,2.72,1183.51,30.28,Arjun
Alluvial,7.1,502,54,218,1.04,2.58,1429.64,27.31,Arjun
Alluvial,6.83,314,33,226,1.07,1.76,1079.06,26.52,Arjun
Alluvial,6.91,551,13,307,0.88,1.3,1749.84,32.12,Arjun
Alluvial,7.15,207,59,359,0.85,2.03,1586.24,28.95,Arjun
Alluvial,6.97,398,58,229,0.51,0.81,1095.38,27.55,Arjun
Alluvial,7.03,381,16,147,0.31,2.14,1435.38,27.08,Arjun
Alluvial,7.09,618,37,265,0.82,0.55,1464.42,29.18,Arjun
Alluvial,7.0,574,7,315,0.44,2.98,1580.89,25.87,Arjun
Alluvial,7.13,442,41,318,0.82,3.2,1514.9,25.21,Arjun
Alluvial,7.21,250,30,230,0.78,1.77,1435.05,27.38,Arjun
Alluvial,7.14,598,42,172,1.03,1.93,1068.87,27.13,Arjun
Alluvial,6.88,206,55,323,0.99,0.18,1141.48,31.06,Arjun
Alluvial,6.99,600,19,183,1.0,1.45,1370.42,29.42,Arjun
Alluvial,6.89,388,27,103,0.66,0.77,1400.16,26.47,Arjun
Alluvial,6.83,199,49,207,0.97,1.22,1260.49,25.42,Arjun
Alluvial,6.76,129,48,72,0.8,0.17,1440.93,28.14,Arjun
Alluvial,6.72,356,33,392,0.34,0.26,1220.93,26.68,Arjun
Alluvial,6.94,461,55,88,1.14,2.21,1322.19,25.66,Arjun
Alluvial,6.94,640,22,54,0.76,1.5,1346.93,29.95,Arjun
Alluvial,6.62,331,8,252,0.94,3.34,1387.79,25.37,Arjun
Alluvial,7.14,610,49,202,0.56,2.17,1455.74,27.43,Arjun
Alluvial,6.42,576,51,208,0.52,2.96,1352.46,31.11,Arjun
Alluvial,7.13,512,38,106,0.5,2.2,1329.98,29.62,Arjun
Alluvial,6.98,388,32,376,0.45,1.59,1375.05,28.47,Arjun
Alluvial,6.83,429,55,112,0.97,2.5,1260.33,24.75,Arjun
Alluvial,7.07,575,30,331,0.5,2.13,1736.66,31.77,Arjun
Alluvial,6.94,590,58,273,1.13,1.06,1515.34,29.94,Arjun
Alluvial,7.15,145,30,261,0.36,1.1,1238.31,31.16,Arjun
Alluvial,6.87,633,12,170,0.38,2.37,1259.07,30.6,Arjun
Alluvial,6.71,310,41,271,0.48,1.77,979.41,26.85,Arjun
Alluvial,6.96,275,18,375,0.81,1.82,1375.38,28.81,Arjun
Alluvial,7.28,319,46,146,0.41,0.46,1530.53,28.08,Arjun
Alluvial,6.65,439,42,183,1.1,1.8,1289.07,31.59,Arjun
Alluvial,7.17,303,35,213,0.77,2.46,1517.67,30.63,Arjun
Alluvial,6.86,201,7,66,0.72,2.2,1453.76,26.78,Arjun
Alluvial,6.83,562,35,307,0.57,0.92,1495.32,26.87,Arjun
Alluvial,6.62,181,44,334,0.6,2.26,1539.89,26.61,Arjun
Alluvial,6.84,119,40,177,0.35,1.5,974.13,27.15,Arjun
Alluvial,6.95,624,59,255,0.6,1.02,1463.07,26.92,Arjun
Alluvial,7.04,680,42,348,0.74,2.76,1335.44,26.24,Arjun
Alluvial,6.89,372,59,170,1.07,1.09,1028.52,28.65,Arjun
Alluvial,6.95,181,56,206,0.74,3.19,1321.88,23.18,Arjun
Alluvial,7.13,187,27,163,0.3,1.75,945.53,32.64,Arjun
Alluvial,6.97,391,16,301,1.16,2.54,1076.56,29.23,Arjun
Alluvial,6.84,116,57,306,1.15,3.46,1144.58,26.52,Arjun
Alluvial,7.06,637,13,255,0.84,0.92,1160.3,28.42,Arjun
Alluvial,7.18,412,23,73,0.8,0.16,1380.8,24.74,Arjun
Alluvial,7.28,114,22,386,0.56,2.21,1400.73,28.57,Arjun
Alluvial,6.87,363,31,103,0.54,2.8,1265.86,31.6,Arjun
Alluvial,6.93,339,5,237,0.82,2.87,1887.12,31.39,Arjun
Alluvial,6.97,634,36,336,1.15,2.1,1395.55,30.6,Arjun
Alluvial,7.2,315,35,178,0.6,0.9,1684.23,31.67,Arjun
Alluvial,6.74,175,34,119,0.68,0.75,1031.74,25.56,Arjun
Alluvial,6.98,668,14,318,0.72,0.32,1546.94,28.73,Arjun
Alluvial,7.16,440,17,214,0.76,3.4,1453.31,25.4,Arjun
Alluvial,6.99,636,37,65,0.99,1.66,1371.08,29.79,Arjun
Alluvial,7.02,147,58,116,0.86,2.39,1487.32,32.05,Arjun
Alluvial,7.26,341,28,83,1.11,1.74,1552.93,26.83,Arjun
Alluvial,7.22,669,56,216,1.12,1.4,1647.96,27.0,Arjun
Alluvial,6.85,460,12,299,0.43,3.43,1464.88,27.83,Arjun
Alluvial,7.09,486,12,232,0.81,3.33,1653.59,24.34,Arjun
Alluvial,7.07,296,50,204,0.86,0.84,1377.02,24.2,Arjun
Alluvial,6.83,342,53,380,0.85,1.85,1516.14,25.18,Arjun
Alluvial,7.34,307,29,306,0.59,0.48,1626.74,31.96,Arjun
Alluvial,7.37,384,18,307,0.5,3.08,1116.74,24.04,Arjun
Alluvial,7.48,325,32,388,0.74,0.57,1267.38,26.11,Arjun
Alluvial,6.86,560,53,85,0.67,2.93,1600.26,28.77,Arjun
Alluvial,7.1,151,50,78,0.5,2.77,1322.02,28.15,Arjun
Alluvial,7.02,612,51,86,0.42,2.64,1500.33,24.88,Arjun
Alluvial,7.14,561,43,173,0.76,0.58,1461.86,23.28,Arjun
Alluvial,7.16,310,18,392,0.39,0.97,1357.23,32.56,Arjun
Alluvial,6.9,493,26,242,1.09,0.47,1349.08,28.87,Arjun
Alluvial,6.75,155,44,86,0.32,3.01,1331.39,27.18,Arjun
Alluvial,6.83,329,48,179,0.35,0.66,1739.62,28.79,Arjun
Alluvial,6.97,653,54,372,0.75,2.16,1037.07,25.8,Arjun
Alluvial,7.17,455,33,200,0.58,3.29,1256.18,24.58,Arjun
Alluvial,6.99,289,20,103,0.91,1.82,1136.8,24.42,Arjun
Alluvial,7.18,473,32,74,0.87,2.9,1347.32,30.26,Arjun
Alluvial,7.0,131,53,85,0.96,3.06,1059.9,28.15,Arjun
Alluvial,6.99,659,13,387,1.16,0.76,1411.98,26.0,Arjun
Alluvial,6.81,473,50,313,0.78,0.82,1304.51,27.34,Arjun
Alluvial,6.99,427,50,200,0.54,3.29,1305.36,28.77,Arjun
Alluvial,6.74,371,15,112,0.8,0.31,1382.3,25.63,Arjun
Alluvial,7.01,314,30,300,0.82,3.11,1529.34,23.69,Arjun
Alluvial,6.9,384,10,92,0.4,3.03,1413.56,26.13,Arjun
Alluvial,7.12,527,52,218,0.76,1.48,1447.44,27.16,Arjun
Alluvial,6.91,356,54,55,0.62,0.49,1409.27,29.77,Arjun
Alluvial,6.98,629,7,124,0.33,0.69,1252.24,26.28,Arjun
Alluvial,7.02,646,16,156,0.94,1.36,1288.09,28.29,Arjun
Alluvial,6.97,113,27,127,0.67,1.81,922.39,24.05,Arjun
Alluvial,7.11,558,41,334,1.04,0.76,1241.27,29.98,Arjun
Alluvial,6.77,670,56,234,0.37,1.88,1613.43,24.37,Arjun
Alluvial,7.01,397,36,108,0.47,2.78,1517.0,27.47,Arjun
Alluvial,7.06,356,11,133,0.65,1.08,1650.41,29.22,Arjun
Alluvial,6.9,435,18,82,0.52,2.17,1272.84,32.07,Arjun
Alluvial,6.91,180,47,119,0.61,0.44,1727.22,30.5,Arjun
Alluvial,6.93,227,59,75,0.85,3.07,1316.52,27.51,Arjun
Alluvial,6.81,536,36,109,1.18,2.19,1007.83,25.94,Arjun
Alluvial,6.87,216,52,334,1.17,1.32,1318.74,25.96,Arjun
Alluvial,7.08,695,36,249,0.38,1.05,1318.73,29.31,Arjun
Alluvial,7.08,391,31,293,1.02,1.28,1453.58,29.69,Arjun
Alluvial,6.97,614,12,156,0.74,0.37,1181.56,28.03,Arjun
Alluvial,6.87,320,25,129,0.89,0.51,1033.45,27.96,Arjun
Alluvial,7.06,595,35,383,0.77,0.62,1107.59,27.04,Arjun
Alluvial,7.02,579,60,165,0.34,1.6,1391.85,30.59,Arjun
Alluvial,7.12,683,27,247,0.9,1.75,1562.31,28.74,Arjun
Alluvial,7.16,194,52,141,0.71,1.28,1323.12,30.9,Arjun
Alluvial,7.02,506,24,211,1.12,2.46,1088.87,31.95,Arjun
Alluvial,6.98,609,17,189,0.37,2.44,1267.36,28.81,Arjun
Alluvial,7.0,123,7,50,0.43,3.16,1217.4,30.58,Arjun
Alluvial,6.81,169,37,319,0.76,2.26,1284.44,26.31,Arjun
Alluvial,6.93,168,60,321,0.77,1.73,1286.74,22.56,Arjun
Alluvial,6.92,351,9,271,1.15,1.77,1487.23,21.57,Arjun
Alluvial,7.04,529,9,363,0.79,2.15,1108.43,28.21,Arjun
Alluvial,7.21,122,49,147,0.58,1.07,1197.95,30.63,Arjun
Alluvial,6.9,307,19,116,0.7,1.68,1134.92,24.04,Arjun
Alluvial,6.96,642,58,261,0.35,3.13,1293.66,29.0,Arjun
Alluvial,6.97,239,39,306,0.9,0.17,1608.32,27.8,Arjun
Alluvial,7.32,400,42,315,1.05,2.96,1429.03,29.35,Arjun
Alluvial,7.03,104,60,105,0.39,0.27,1250.06,29.75,Arjun
Alluvial,6.86,292,13,178,0.42,0.37,1330.81,26.74,Arjun
Alluvial,7.24,345,17,133,1.19,1.78,1607.68,28.7,Arjun
Alluvial,7.15,400,47,199,0.98,3.21,1316.93,27.01,Arjun
Alluvial,6.82,429,38,367,0.71,0.93,1675.21,21.91,Arjun
Alluvial,6.5,358,31,209,1.19,2.29,1110.86,27.64,Arjun
Alluvial,6.91,588,41,143,0.76,2.5,1528.66,25.39,Arjun
Alluvial,7.11,488,58,289,0.76,1.57,935.21,31.35,Arjun
Alluvial,6.77,341,19,267,0.54,2.31,1263.72,28.64,Arjun
Alluvial,7.22,420,34,90,0.48,0.13,1444.07,31.03,Arjun
Alluvial,7.28,205,9,203,0.61,0.4,1369.58,29.56,Arjun
Alluvial,6.58,248,35,130,0.51,0.23,1405.57,21.58,Arjun
Alluvial,6.92,489,25,396,0.66,1.61,1545.86,26.63,Arjun
Alluvial,6.98,441,21,72,0.96,2.72,985.76,26.7,Arjun
Alluvial,7.19,339,47,254,0.52,1.76,1409.05,31.92,Arjun
Alluvial,6.59,111,36,150,0.5,1.79,1330.61,27.97,Arjun
Alluvial,7.24,253,60,137,0.92,1.41,1278.51,20.8,Arjun
Alluvial,7.26,135,29,165,1.16,2.74,1597.32,26.35,Arjun
Alluvial,6.88,659,38,88,0.55,3.13,1395.15,31.37,Arjun
Alluvial,6.93,463,37,300,0.34,2.32,1411.59,33.1,Arjun
Alluvial,6.75,635,57,304,0.87,1.22,1219.71,26.43,Arjun
Alluvial,6.97,141,34,289,0.61,2.83,1284.5,28.23,Arjun
Alluvial,7.21,474,38,367,0.67,1.97,928.74,27.42,Arjun
Alluvial,6.89,631,37,199,0.42,3.41,1072.63,24.78,Arjun
Alluvial,7.02,378,26,285,0.89,0.63,1103.74,27.28,Arjun
Alluvial,6.79,176,18,295,0.31,0.12,1268.02,30.39,Arjun
Alluvial,6.97,631,13,265,0.57,1.05,1401.4,29.01,Arjun
Alluvial,6.91,648,12,66,0.92,0.1,1024.05,25.81,Arjun
Alluvial,7.3,697,27,380,0.37,0.23,1151.64,26.89,Arjun
Alluvial,6.97,166,55,121,0.62,1.71,864.68,25.48,Arjun
Alluvial,7.11,168,46,292,1.18,1.19,1319.28,29.71,Arjun
Alluvial,6.87,589,53,375,1.02,1.38,1027.08,27.64,Arjun
Alluvial,6.6,618,50,347,0.48,0.64,1277.37,27.84,Arjun
Alluvial,7.26,533,23,273,0.92,2.98,1485.42,25.31,Arjun
Alluvial,7.05,105,34,108,0.56,3.01,1237.74,24.91,Arjun
Alluvial,6.85,349,18,158,1.19,3.42,1097.12,27.86,Arjun
Alluvial,6.94,447,30,281,0.49,3.01,1485.74,25.4,Arjun
Alluvial,7.11,301,55,154,1.2,1.48,1548.02,23.11,Arjun
Alluvial,6.86,588,34,98,0.31,1.59,1277.73,25.9,Arjun
Alluvial,7.04,672,11,330,0.72,0.14,1177.94,30.25,Arjun
Alluvial,7.42,681,51,101,0.76,1.64,1515.01,25.96,Arjun
Alluvial,6.99,147,8,178,0.72,1.13,1483.99,26.32,Arjun
Alluvial,7.05,689,30,281,0.37,2.38,828.81,30.98,Arjun
Alluvial,7.26,287,52,272,1.14,2.93,1109.38,26.67,Arjun
Alluvial,6.85,563,11,194,0.39,0.44,1166.05,30.29,Arjun
Alluvial,7.21,681,47,295,0.62,1.64,1207.53,27.76,Arjun
Alluvial,7.18,290,49,206,0.37,3.1,1479.83,24.98,Arjun
Alluvial,7.0,356,53,87,0.57,0.22,1321.63,31.57,Arjun
Alluvial,7.09,627,22,231,0.34,1.41,1352.1,33.33,Arjun
Alluvial,7.19,683,45,177,1.14,2.39,1377.94,29.63,Arjun
Alluvial,6.9,468,15,124,0.37,0.94,1139.1,26.0,Arjun
Alluvial,7.06,256,48,285,0.98,0.46,1329.59,27.1,Arjun
